text_cli,gref_cli,grf_cli,ft_cli,grs_cli,ssr_cli,text_ari,gref_ari,grf_ari,ft_ari,grs_ari,ssr_ari,text_lwf,gref_lwf,grf_lwf,ft_lwf,grs_lwf,ssr_lwf,text_MATTR,gref_MATTR,grf_MATTR,ft_MATTR,grs_MATTR,ssr_MATTR,text_MTLD,gref_MTLD,grf_MTLD,ft_MTLD,grs_MTLD,ssr_MTLD,text_HDD,gref_HDD,grf_HDD,ft_HDD,grs_HDD,ssr_HDD,text_entropy,gref_entropy,grf_entropy,ft_entropy,grs_entropy,ssr_entropy,text_sent,gref_sent,grf_sent,ft_sent,grs_sent,ssr_sent,text_word,gref_word,grf_word,ft_word,grs_word,ssr_word,text_char,gref_char,grf_char,ft_char,grs_char,ssr_char,text_sdensity,gref_sdensity,grf_sdensity,ft_sdensity,grs_sdensity,ssr_sdensity,text_wdensity,gref_wdensity,grf_wdensity,ft_wdensity,grs_wdensity,ssr_wdensity
13.78,21.38,18.18,19.27,18.18,16.62,2130.7,150.3,59.0,22.7,59.0,61.6,60.0,74.0,78.0,24.0,78.0,72.0,98.26890347678162,99.7802197802198,99.79166666666667,100.0,99.79166666666667,96.66666666666663,52.25798724189162,252.07094313925776,116.66666666666669,24.63192307692308,116.66666666666669,41.76358694414977,97.15261044962537,98.88946867897292,98.48799402610175,95.360195360196,98.48799402610175,94.99701536398946,4.389683020720181,4.3299990216394795,4.333520103612827,4.163693537191565,4.333520103612827,4.2167384203473945,201,17,5,2,5,6,5130,316,114,32,114,123,22726,1842,627,179,627,643,3.91812865497076,5.379746835443038,4.385964912280701,6.25,4.385964912280701,4.878048780487805,22.573264102789757,17.15526601520087,18.181818181818183,17.877094972067038,18.181818181818183,19.12908242612753
15.4,20.57,21.6,18.11,21.6,17.02,1756.3,152.7,61.3,26.6,61.3,62.4,64.0,79.0,81.0,31.0,81.0,73.0,98.76294591484502,99.50000000000001,99.38144329896906,100.0,99.38144329896906,99.81651376146789,69.02836375412681,284.0,142.81400000000005,90.71999999999997,142.81400000000005,64.68621879538742,97.06470077051335,99.1084077632097,98.94144516493051,98.73015873015905,98.94144516493051,97.05751621071984,4.284671673663444,4.288984870598608,4.283430022304476,4.213059281682917,4.283430022304476,4.167791147840753,152,12,5,2,5,6,4005,323,115,44,115,125,19464,1840,682,234,682,657,3.7952559300873907,3.7151702786377707,4.3478260869565215,4.545454545454546,4.3478260869565215,4.8,20.576448828606658,17.554347826086957,16.862170087976537,18.803418803418804,16.862170087976537,19.025875190258752
14.82,18.07,14.88,18.64,14.88,16.38,580.1,238.3,62.4,33.3,62.4,62.5,61.0,71.0,73.0,34.5,73.0,75.0,99.49999999999994,99.82456140350878,100.0,100.0,100.0,99.23809523809523,134.11892746855466,245.16748290211115,165.40363636363634,66.20727272727274,165.40363636363634,54.5,98.35446714975353,99.09230868389737,98.89869089566092,97.83273309323867,98.89869089566092,97.99424952544214,4.288300175750664,4.2880763804171185,4.27825384163925,4.292397794692828,4.27825384163925,4.298374500207026,43,24,4,2,4,6,1282,539,131,59,131,125,6240,2779,636,316,636,651,3.3541341653666144,4.452690166975881,3.0534351145038165,3.389830508474576,3.0534351145038165,4.8,20.544871794871796,19.395465994962215,20.59748427672956,18.670886075949365,20.59748427672956,19.201228878648234
15.46,19.41,21.43,22.53,21.43,20.44,2053.7,169.7,61.7,36.4,61.7,56.1,62.0,76.0,76.0,45.5,76.0,85.0,99.22194513715732,99.4375,98.79999999999998,98.0952380952381,98.79999999999998,99.1111111111111,107.59377968185709,244.2124577498793,168.24888888888884,84.64,168.24888888888884,49.45037034375804,98.3739661156842,98.64350042554236,99.00595394732493,98.28722002635367,99.00595394732493,96.09105555302476,4.271417792882376,4.301416400850539,4.322549853061029,4.3399935354298425,4.322549853061029,4.136688264416737,158,16,5,3,5,5,4677,364,117,58,117,112,22753,2007,686,350,686,610,3.37823391062647,4.395604395604396,4.273504273504273,5.172413793103448,4.273504273504273,4.464285714285714,20.555531138750936,18.136522172396614,17.05539358600583,16.57142857142857,17.05539358600583,18.360655737704917
17.38,19.87,19.05,22.06,19.05,20.21,337.4,152.6,60.2,37.3,60.2,61.6,68.0,73.0,76.0,47.0,76.0,80.0,99.51807228915659,98.8070175438597,98.61386138613861,98.75000000000001,98.61386138613861,99.01960784313727,79.79995165968418,214.6691821962113,147.00000000000003,43.003460207612456,147.00000000000003,59.534897268714566,98.09261831418037,98.82327276669474,98.77470351638469,95.55371379321022,98.77470351638469,98.29353280901505,4.253176157924847,4.235316908119094,4.216310361351278,4.13650650714636,4.216310361351278,4.1845449750634796,39,15,6,3,6,5,760,325,119,59,119,118,3910,1814,650,364,650,676,5.131578947368421,4.615384615384616,5.042016806722689,5.084745762711865,5.042016806722689,4.23728813559322,19.437340153452684,17.916207276736493,18.307692307692307,16.208791208791208,18.307692307692307,17.45562130177515
12.1,18.83,19.57,16.31,19.57,12.38,778.0,110.4,61.2,20.0,61.2,51.7,55.0,79.0,80.0,22.5,80.0,64.0,98.80462724935717,99.40594059405943,99.41176470588235,97.3913043478261,99.41176470588235,97.23404255319149,122.75078845957594,237.6416,196.63000000000005,68.03999999999998,196.63000000000005,25.677046263345197,97.64855335064247,98.98696940289055,99.2165808789772,98.29059829059761,99.2165808789772,94.44134947245163,4.209473974454937,4.204996308665612,4.173736711477278,4.044207719861653,4.173736711477278,4.096302311632566,59,11,6,1,6,6,1734,237,121,32,121,120,7709,1261,667,160,667,503,3.4025374855824686,4.641350210970464,4.958677685950414,3.125,4.958677685950414,5.0,22.493189778181346,18.79460745440127,18.140929535232384,20.0,18.140929535232384,23.856858846918488
17.2,20.22,20.56,25.13,20.56,18.94,435.4,191.9,63.4,29.6,63.4,60.1,78.0,78.0,79.0,30.5,79.0,72.0,99.35096153846146,99.10364145658266,99.8076923076923,99.3103448275862,99.8076923076923,98.21782178217822,115.74022765375452,146.4587743970382,130.6368,76.23,130.6368,52.85936104964869,98.28801633202352,98.44222979187042,98.67141782765381,98.4848484848491,98.67141782765381,97.30091573745673,4.257719516465549,4.2483703884670385,4.226159071528483,4.257433636476485,4.226159071528483,4.18761179507607,29,19,6,2,6,6,948,413,123,37,123,119,4991,2324,703,242,703,648,3.059071729957806,4.600484261501211,4.878048780487805,5.405405405405405,4.878048780487805,5.042016806722689,18.994189541174116,17.771084337349397,17.496443812233288,15.289256198347106,17.496443812233288,18.3641975308642
16.56,19.06,19.81,22.12,19.81,18.82,1607.1,219.5,58.4,34.5,58.4,58.8,68.0,75.0,79.0,40.5,79.0,75.0,98.43819159026278,99.42583732057419,99.57894736842104,97.20930232558139,99.57894736842104,98.38383838383837,75.13303303303303,191.74817518248176,196.01999999999998,61.85200000000001,196.01999999999998,49.40136009681153,97.50432623672565,98.86457086300008,99.10813931781416,97.47091637933511,99.10813931781416,96.98444179084083,4.256338510709587,4.285052276652556,4.361450219234047,4.273682568311916,4.361450219234047,4.255871732292064,106,23,5,3,5,4,3641,479,114,56,114,111,18351,2605,633,324,633,629,2.91128810766273,4.801670146137787,4.385964912280701,5.357142857142857,4.385964912280701,3.6036036036036037,19.840880605961527,18.38771593090211,18.009478672985782,17.28395061728395,18.009478672985782,17.647058823529413
17.67,18.71,15.86,21.08,15.86,19.98,1905.2,237.2,62.2,41.5,62.2,66.4,70.0,67.0,71.0,52.5,71.0,77.0,99.43193997856393,99.42982456140352,99.45454545454545,99.34426229508196,99.45454545454545,99.82142857142857,110.05441712930022,140.64017660044152,114.0,118.30000000000001,114.0,83.51651651651652,98.37481982707644,98.46333453503374,97.93377166688519,98.85531135531444,97.93377166688519,97.89855666850158,4.290757232405504,4.23285008413647,4.183817207784803,4.283756434733452,4.183817207784803,4.20905798507707,151,20,7,3,7,6,4435,524,131,75,131,129,22689,2799,645,420,645,734,3.4047350620067647,3.816793893129771,5.343511450381679,4.0,5.343511450381679,4.651162790697675,19.54691700824188,18.720971775634155,20.310077519379846,17.857142857142858,20.310077519379846,17.574931880108995
14.3,20.8,21.08,21.54,21.08,17.54,1902.8,211.9,65.8,33.8,65.8,61.0,67.0,83.0,84.0,39.0,84.0,79.0,98.72712808273715,99.2039800995025,99.26605504587155,99.54545454545453,99.26605504587155,100.0,74.49619838464568,232.61589643366585,178.76599999999996,71.68,178.76599999999996,87.61594202898551,98.08473202389895,99.17391860881881,99.24488331568105,97.90703052728882,99.24488331568105,98.25371419269928,4.270271275906653,4.243215390366678,4.204899855778952,4.170493958972755,4.204899855778952,4.225885453589291,157,15,4,4,4,8,4341,457,126,52,126,125,20346,2614,737,318,737,648,3.6166781847500578,3.282275711159737,3.1746031746031744,7.6923076923076925,3.1746031746031744,6.4,21.335889118254205,17.482785003825555,17.096336499321573,16.352201257861633,17.096336499321573,19.290123456790123
15.17,22.07,24.5,28.67,24.5,17.89,1778.6,148.8,59.1,43.9,59.1,56.2,68.0,78.0,77.5,50.0,77.5,75.0,99.04434907010025,99.70802919708031,99.77777777777777,100.0,99.77777777777777,97.89473684210525,98.5746550836179,205.0523713759008,154.63,56.0,154.63,63.68173639226271,97.58243684763404,98.48635041360188,98.66409509840265,97.0704348062857,98.66409509840265,96.02859963762297,4.327722032068174,4.286795108632352,4.316422192162304,4.114944748788878,4.316422192162304,4.231144616435074,183,10,4,5,4,6,4076,306,104,61,104,110,19621,1842,668,444,668,591,4.4896957801766435,3.2679738562091507,3.8461538461538463,8.19672131147541,3.8461538461538463,5.454545454545454,20.773660873553844,16.612377850162865,15.568862275449103,13.73873873873874,15.568862275449103,18.61252115059222
19.12,18.25,18.59,27.4,18.59,18.47,767.0,157.8,63.7,37.8,63.7,62.2,82.0,80.0,82.0,40.0,82.0,80.0,99.36614969656091,99.18088737201369,99.43396226415094,100.0,99.43396226415094,99.24528301886791,94.3532899698341,219.33908172231986,161.33333333333334,67.76000000000002,161.33333333333334,82.22161977520291,98.4366515030764,98.96954022071557,98.88229823631387,98.11235276351702,98.88229823631387,97.77552713169317,4.326401047814568,4.201114561003979,4.2199646112971765,4.257767121723621,4.2199646112971765,4.184102497910982,67,13,6,3,6,5,1778,338,123,53,123,123,9489,1809,686,348,686,669,3.768278965129359,3.8461538461538463,4.878048780487805,5.660377358490567,4.878048780487805,4.0650406504065035,18.737485509537358,18.684355997788835,17.93002915451895,15.229885057471265,17.93002915451895,18.385650224215247
14.3,19.28,16.15,17.1,16.15,15.17,2271.6,106.0,59.4,15.9,59.4,57.1,65.0,67.0,69.0,8.5,69.0,75.0,98.81537773804232,99.375,99.03846153846152,100.0,99.03846153846152,99.19999999999999,79.1657850931226,219.52,155.52000000000004,12.0,155.52000000000004,53.870069605568446,97.91291754095096,99.14130372536522,98.97231715429852,100.00000000000007,98.97231715429852,97.66857672016754,4.3421065750627665,4.313607159412688,4.339717867506507,4.40663268458641,4.339717867506507,4.301395411907532,258,9,6,1,6,7,5279,223,123,15,123,116,24570,1223,615,85,615,580,4.887289259329418,4.0358744394618835,4.878048780487805,6.666666666666667,4.878048780487805,6.0344827586206895,21.485551485551486,18.233851185609158,20.0,17.647058823529413,20.0,20.0
11.92,16.74,15.98,13.53,15.98,14.93,749.1,131.0,58.7,20.6,58.7,57.4,59.0,73.0,75.0,23.0,75.0,75.0,98.73297002724783,99.67479674796748,99.60784313725489,99.3103448275862,99.60784313725489,97.14285714285712,67.56154133931912,204.77568740955138,174.7822222222223,50.820000000000014,174.7822222222223,70.38414634146343,96.77379906702882,98.49733680691602,98.91045386266829,96.7350928641257,98.91045386266829,96.41712598631067,4.210741343967353,4.2420386918558375,4.227963016910126,4.197265594419846,4.227963016910126,4.309295304687252,55,14,5,2,5,5,1625,278,117,38,117,115,7292,1436,606,181,606,582,3.3846153846153846,5.0359712230215825,4.273504273504273,5.263157894736842,4.273504273504273,4.3478260869565215,22.284695556774547,19.35933147632312,19.306930693069308,20.994475138121548,19.306930693069308,19.759450171821307
16.51,24.16,24.74,23.9,24.74,22.07,1243.4,116.0,61.7,23.2,61.7,59.7,75.0,81.0,85.5,18.5,85.5,89.0,98.79674796747952,99.41463414634147,98.73684210526315,100.0,98.73684210526315,97.89473684210527,75.60908528634779,140.35347265493937,152.46000000000006,123.47999999999988,152.46000000000006,68.30681485814566,98.23815727724707,98.8739819406183,98.93950551167148,99.0476190476195,98.93950551167148,97.11310285800684,4.263014322866826,4.237265841126609,4.285683122375974,4.251463704653131,4.285683122375974,4.233779337694995,138,12,6,2,6,6,2974,232,110,24,110,112,14367,1464,708,152,708,665,4.640215198386012,5.172413793103448,5.454545454545454,8.333333333333332,5.454545454545454,5.357142857142857,20.700215772255863,15.846994535519126,15.53672316384181,15.789473684210526,15.53672316384181,16.842105263157894
16.04,20.39,21.6,21.66,21.6,19.11,1793.4,164.1,60.4,30.5,60.4,55.9,76.0,76.0,81.0,35.5,81.0,68.0,98.98622912393805,99.67320261437908,99.58762886597937,100.0,99.58762886597937,100.0,60.0641258471487,192.6588381028269,178.51749999999996,94.13600000000001,178.51749999999996,54.60869565217392,97.44451584872877,98.84250603117611,99.06378418191727,98.33020637898659,99.06378418191727,96.90598419634317,4.339374947631542,4.225335244118714,4.286880601217249,4.007597777629301,4.286880601217249,4.0688874381362865,143,16,6,3,6,6,4086,354,116,46,116,111,20379,1983,672,274,672,598,3.499755261869799,4.519774011299435,5.172413793103448,6.521739130434782,5.172413793103448,5.405405405405405,20.050051523627264,17.851739788199698,17.261904761904763,16.78832116788321,17.261904761904763,18.561872909698995
15.46,20.33,18.76,12.72,18.76,15.69,2074.3,140.3,56.4,34.2,56.4,57.8,72.0,77.0,79.0,50.5,79.0,75.0,98.87780548628476,99.69111969111971,100.0,98.57142857142857,100.0,99.009900990099,71.06897682872305,175.64686724184548,219.54333333333335,67.2,219.54333333333335,105.72413793103448,98.06714216049193,98.89201052492551,99.15702728224043,97.47024267272391,99.15702728224043,98.58418946369125,4.3301943364809885,4.256145182041447,4.259071774927373,4.255051389139684,4.259071774927373,4.255499684890926,141,11,5,4,5,3,4716,309,117,73,117,123,23034,1685,603,325,603,596,2.989821882951654,3.559870550161812,4.273504273504273,5.47945205479452,4.273504273504273,2.4390243902439024,20.474081792133365,18.338278931750743,19.402985074626866,22.46153846153846,19.402985074626866,20.63758389261745
16.22,20.68,19.34,20.67,19.34,18.24,820.9,241.2,65.8,35.7,65.8,58.5,67.0,74.0,77.0,39.5,77.0,77.0,99.20743034055714,99.65292841648592,100.0,98.66666666666664,100.0,96.36363636363635,90.55596508997776,249.11700137767278,209.31555555555562,74.6977777777778,209.31555555555562,63.92572386898628,97.54366878949031,98.82787838409374,99.14297637760376,98.15096251266547,99.14297637760376,97.29865048184139,4.245464808335615,4.255990492083055,4.192207660753916,4.3345426549696535,4.192207660753916,4.187623151749503,70,20,7,5,7,6,1870,519,126,60,126,114,9302,2977,719,342,719,621,3.7433155080213902,3.8535645472061653,5.555555555555555,8.333333333333332,5.555555555555555,5.263157894736842,20.103203612126425,17.433658045011757,17.524339360222534,17.543859649122805,17.524339360222534,18.357487922705314
14.88,21.09,23.34,15.39,23.34,21.2,711.6,206.1,64.6,38.0,64.6,59.8,66.0,81.0,82.0,48.0,82.0,83.0,99.35943060498211,99.74358974358975,99.41747572815534,99.03225806451611,99.41747572815534,100.0,88.82826086956521,182.0177289296366,152.65333333333334,71.74588235294118,152.65333333333334,77.49984956373483,98.06869958281422,98.85106084177373,98.88745729106783,97.97057109557194,98.88745729106783,97.43600659245698,4.204654592004716,4.224551488923979,4.207884463738715,4.207150107952936,4.207884463738715,4.240671046011752,53,18,6,4,6,5,1602,442,118,74,118,111,7680,2555,739,370,739,659,3.3083645443196,4.072398190045249,5.084745762711865,5.405405405405405,5.084745762711865,4.504504504504505,20.859375,17.299412915851274,15.967523680649526,20.0,15.967523680649526,16.84370257966616
13.49,20.1,20.79,22.29,20.79,18.18,2288.6,180.3,63.9,25.7,63.9,60.0,63.0,76.0,79.0,26.5,79.0,78.0,98.17292731718217,99.76470588235296,99.81132075471699,99.2,99.81132075471699,99.41176470588235,67.58250340439187,212.93808440493547,188.2222222222222,78.49333333333335,188.2222222222222,64.11635122556623,97.62426497692935,98.77516442553679,99.04725051135806,98.52216748768583,99.04725051135806,96.74093719103342,4.351818663742048,4.241701541543722,4.262212470090095,3.988437005572112,4.262212470090095,4.094115063001856,252,18,6,2,6,5,5867,385,119,34,119,119,24711,2169,709,201,709,639,4.295210499403443,4.675324675324675,5.042016806722689,5.88235294117647,5.042016806722689,4.201680672268908,23.74246287078629,17.750115260488705,16.784203102961918,16.91542288557214,16.784203102961918,18.622848200312987
16.62,19.81,20.5,19.92,20.5,20.56,826.6,129.7,62.0,41.7,62.0,63.9,71.0,74.0,79.0,50.0,79.0,86.0,98.75792141951814,99.49367088607598,99.6,99.34426229508196,99.6,98.86792452830188,88.32507198411288,221.93354430379745,159.39368421052632,73.9375,159.39368421052632,55.0,98.2502133025596,99.02345911831537,99.21802925800561,97.56336647664247,99.21802925800561,97.50228908829192,4.397406314272481,4.236273701931131,4.260950601269452,4.231359323576056,4.260950601269452,4.28329632318709,66,15,7,4,7,5,1951,279,122,74,122,123,9577,1529,685,422,685,708,3.3828805740645826,5.376344086021505,5.737704918032787,5.405405405405405,5.737704918032787,4.0650406504065035,20.37172392189621,18.247220405493785,17.810218978102192,17.535545023696685,17.810218978102192,17.372881355932204
17.9,22.25,22.42,25.71,22.42,16.62,1796.2,142.7,59.6,27.8,59.6,59.3,65.0,81.0,82.5,27.5,82.5,76.0,99.02244955953425,99.5402298850575,100.0,100.0,100.0,98.99999999999999,116.31259328358209,230.13157894736844,179.27466666666675,33.64,179.27466666666675,61.2227626459144,97.92855758931374,98.53212068209844,98.88989838209484,95.23809523809607,98.88989838209484,97.42519148018069,4.2740294053942,4.19730174335594,4.173455582825876,4.120610029953244,4.173455582825876,4.241040214190882,152,14,6,2,6,6,4109,305,112,31,112,122,21419,1778,665,214,665,619,3.6991968848868337,4.590163934426229,5.357142857142857,6.451612903225806,5.357142857142857,4.918032786885246,19.183902142957187,17.154105736782903,16.842105263157894,14.485981308411214,16.842105263157894,19.7092084006462
15.23,15.87,15.28,25.12,15.28,18.88,1192.0,234.0,64.6,26.8,64.6,65.0,71.0,64.0,65.0,22.5,65.0,77.0,98.71160409556306,99.7345132743363,99.30434782608695,99.1304347826087,99.30434782608695,99.43925233644859,65.4806759429543,129.87351550985142,208.6884210526316,102.06,208.6884210526316,100.29044809559372,97.19115519926407,98.77434832244978,99.29295100677962,98.35897435897371,99.29295100677962,98.73762002202973,4.243190658605075,4.273559829173193,4.2732514028858954,4.013187834574403,4.2732514028858954,4.290096745701454,112,24,4,2,4,6,2683,525,134,29,134,128,13094,2568,663,199,663,706,4.174431606410734,4.571428571428571,2.9850746268656714,6.896551724137931,2.9850746268656714,4.6875,20.490300901176113,20.443925233644862,20.211161387631975,14.572864321608039,20.211161387631975,18.13031161473088
14.77,20.91,17.43,23.28,17.43,21.2,2014.8,127.9,61.2,34.3,61.2,59.2,68.0,70.0,75.0,35.5,75.0,85.0,99.04255319148963,98.88412017167386,99.61904761904762,100.0,99.61904761904762,99.37499999999999,107.68265875838792,237.64636363636362,207.9175,117.67000000000004,207.9175,86.51079136690649,98.12262666645401,99.00638180614528,99.29214051280417,98.7992495309565,99.29214051280417,97.78144319270965,4.32853537459406,4.268236684120329,4.31348532170213,4.382080418912056,4.31348532170213,4.158922641583667,178,13,8,3,8,5,4640,262,119,53,119,108,21979,1531,645,312,645,651,3.836206896551724,4.961832061068702,6.722689075630252,5.660377358490567,6.722689075630252,4.62962962962963,21.111060557805178,17.112998040496407,18.449612403100776,16.98717948717949,18.449612403100776,16.589861751152075
13.49,17.38,15.05,24.44,15.05,13.77,1120.3,188.6,61.3,36.5,61.3,63.6,61.0,66.0,67.0,45.0,67.0,64.0,98.59584295611987,99.11357340720224,99.27272727272725,100.0,99.27272727272725,97.79816513761466,62.75377476135955,183.4818639361333,158.21217391304353,80.64000000000003,158.21217391304353,26.83182730923695,97.09658863634462,98.74032843918268,98.98526512406092,97.63080621198027,98.98526512406092,92.03061468548232,4.355210822599094,4.290156414544809,4.2672449868170155,4.1554205775848745,4.2672449868170155,4.202628457428316,99,17,5,3,5,7,2616,410,125,56,125,138,11750,2133,623,346,623,637,3.784403669724771,4.146341463414634,4.0,5.357142857142857,4.0,5.072463768115942,22.263829787234044,19.221753398968588,20.064205457463885,16.184971098265898,20.064205457463885,21.664050235478808
9.84,18.94,22.07,11.79,22.07,17.95,160.6,140.5,58.6,19.9,58.6,59.3,57.0,76.0,77.5,23.5,77.5,74.0,99.23809523809524,99.76923076923079,99.78494623655914,96.12903225806453,99.78494623655914,99.20792079207921,165.0559266115404,309.76000000000005,202.6553846153847,42.875000000000014,202.6553846153847,48.89267108690504,98.51393156807208,99.39386354592895,99.35838307107872,97.31092436974863,99.35838307107872,96.95808580237143,4.292634429140513,4.290262098805424,4.227974799681224,4.099330798949448,4.227974799681224,4.095498367362186,17,18,5,2,5,5,379,306,108,40,108,118,1496,1633,649,177,649,629,4.485488126649076,5.88235294117647,4.62962962962963,5.0,4.62962962962963,4.23728813559322,25.334224598930483,18.738518064911204,16.640986132511557,22.598870056497177,16.640986132511557,18.75993640699523
14.82,22.31,19.4,18.52,19.4,20.21,485.3,150.5,64.9,38.8,64.9,58.5,68.0,76.0,76.0,50.0,76.0,80.0,97.92513368983954,99.34782608695656,100.0,98.96551724137932,100.0,99.78947368421053,55.90317594398773,237.2398190045249,214.05176470588233,89.69333333333331,214.05176470588233,76.94554455445545,96.88874741932602,98.74194099265364,99.11759269234534,97.77628256026115,99.11759269234534,98.021347327797,4.332375618259033,4.29430557084163,4.271340944120422,4.3263853858496155,4.271340944120422,4.214475583989993,39,11,4,3,4,5,1114,311,125,70,125,109,5251,1875,709,385,709,635,3.500897666068223,3.536977491961415,3.2,4.285714285714286,3.2,4.587155963302752,21.21500666539707,16.586666666666666,17.63046544428773,18.181818181818183,17.63046544428773,17.165354330708663
16.1,18.48,17.89,24.5,17.89,17.83,1955.8,198.1,61.7,40.3,61.7,61.0,66.0,69.0,72.0,48.0,72.0,80.0,99.01389981641776,99.25729442970822,98.66666666666664,98.84615384615387,98.66666666666664,99.61904761904762,92.58345975976104,202.73540115411146,195.68705882352947,39.27935222672065,195.68705882352947,54.5,98.47083403074166,98.62452346162827,98.80783855818561,95.37807056675115,98.80783855818561,96.65990126653476,4.312845597636788,4.212340443536097,4.223525414478973,4.245904213894955,4.223525414478973,4.208220629931375,145,20,4,3,4,4,4483,434,122,62,122,119,22160,2310,658,401,658,648,3.234441222395717,4.6082949308755765,3.278688524590164,4.838709677419355,3.278688524590164,3.361344537815126,20.23014440433213,18.787878787878785,18.541033434650455,15.46134663341646,18.541033434650455,18.3641975308642
14.3,16.68,17.37,18.87,17.37,18.24,692.1,141.6,61.5,24.3,61.5,54.7,67.0,74.0,76.0,23.5,76.0,68.0,99.01033973412103,99.77011494252875,99.80582524271846,98.57142857142858,99.80582524271846,98.46153846153845,103.20192532302562,178.3402372837276,160.286,71.68,160.286,57.41830065359478,97.4098175607258,98.56963323272826,98.32088112259612,98.38709677419425,98.32088112259612,97.38487257941208,4.272904417916644,4.299241408206186,4.317270691161883,4.358821965058483,4.317270691161883,4.2267579393745525,49,16,5,2,5,7,1520,308,126,38,126,111,7314,1558,652,202,652,578,3.223684210526316,5.194805194805195,3.968253968253968,5.263157894736842,3.968253968253968,6.306306306306306,20.782061799289036,19.768934531450576,19.32515337423313,18.81188118811881,19.32515337423313,19.20415224913495
16.8,20.86,18.94,22.18,18.94,22.01,1482.9,154.0,63.6,41.4,63.6,65.5,74.0,77.0,78.0,57.0,78.0,86.0,98.84275017018398,99.72027972027973,99.62962962962962,98.9655172413793,99.62962962962962,99.4392523364486,95.80320687262144,211.8243413099494,175.61599999999999,62.0,175.61599999999999,55.86513157894737,97.77388367353694,98.82113021648836,99.01651756009812,95.95801083047309,99.01651756009812,97.83997555583333,4.249641240374582,4.202122874254436,4.2101994705912205,4.159673823517864,4.2101994705912205,4.22753698514546,111,9,3,3,3,4,3424,328,126,69,126,122,17146,1872,691,419,691,740,3.241822429906542,2.7439024390243905,2.380952380952381,4.3478260869565215,2.380952380952381,3.278688524590164,19.969672226758426,17.52136752136752,18.234442836468887,16.467780429594274,18.234442836468887,16.486486486486488
14.88,17.96,17.78,24.43,17.78,17.54,2270.6,155.1,58.1,30.3,58.1,57.6,67.0,75.0,77.0,28.5,77.0,75.0,99.28878822197082,99.5890410958904,99.79591836734694,98.57142857142858,99.79591836734694,99.79591836734694,115.40095019463068,191.0554442217769,194.208,71.68,194.208,121.37999999999998,97.90313872041439,98.74876542142928,99.04664608117822,98.38709677419425,99.04664608117822,98.58421160243567,4.303752073526245,4.2777027767031575,4.334248902551364,4.330396853194855,4.334248902551364,4.266761386759719,166,13,4,3,4,6,5024,336,114,43,114,117,24599,1769,614,243,614,607,3.304140127388535,3.869047619047619,3.508771929824561,6.976744186046512,3.508771929824561,5.128205128205128,20.42359445505915,18.99378179762578,18.566775244299674,17.695473251028808,18.566775244299674,19.27512355848435
15.69,18.94,18.82,17.94,18.82,14.82,1274.8,147.8,59.8,36.7,59.8,57.6,71.0,75.0,77.0,46.0,77.0,64.0,98.7823318742538,99.13357400722025,99.2079207920792,98.18181818181819,99.2079207920792,99.80392156862746,90.2296157051125,194.99358395084042,171.50000000000006,49.694006309148264,171.50000000000006,86.05018820577165,98.11679539326748,98.79813488012124,99.1638896036443,96.82418015710635,99.1638896036443,97.51470196488448,4.369935850834813,4.24769845941708,4.304010423682507,4.245068074790656,4.304010423682507,4.255352507569631,165,14,4,3,4,5,3044,315,115,68,115,117,14390,1716,642,358,642,581,5.4204993429697765,4.444444444444445,3.4782608695652173,4.411764705882353,3.4782608695652173,4.273504273504273,21.15357887421821,18.356643356643357,17.91277258566978,18.994413407821227,17.91277258566978,20.137693631669535
12.97,20.45,18.36,20.26,18.36,20.55,2030.0,245.1,62.7,31.2,62.7,37.9,62.0,71.0,73.0,37.0,73.0,44.0,98.55093966369994,99.65517241379311,99.61904761904762,99.4736842105263,99.61904761904762,98.49056603773585,58.739488966318234,245.2434485774773,144.63826086956527,123.48000000000002,144.63826086956527,53.0195530726257,96.99056933088445,98.87574131059253,98.66723115332212,98.85598141695952,98.66723115332212,96.94184957343016,4.196980712410579,4.285220574391052,4.2643130485374385,4.443097666454411,4.2643130485374385,4.3173816445713165,136,29,8,2,8,4,4513,535,126,51,126,64,20609,3017,674,286,674,373,3.0135165078661643,5.420560747663552,6.349206349206349,3.9215686274509802,6.349206349206349,6.25,21.89819981561454,17.732847199204507,18.694362017804153,17.832167832167833,18.694362017804153,17.158176943699733
15.06,21.2,20.79,21.89,20.79,20.1,1876.6,182.1,60.6,34.2,60.6,59.0,71.0,81.0,82.0,40.5,82.0,89.0,99.04004388370845,99.47214076246335,100.0,98.60465116279069,100.0,99.17525773195875,100.72984691553017,198.15292052897837,224.08615384615388,57.288715469613265,224.08615384615388,50.5,98.17811519642366,98.92691464802361,99.41991846243798,97.829170521123,99.41991846243798,96.99552593593289,4.295434168673954,4.211967309290875,4.259717755742188,4.35690591469587,4.259717755742188,4.338761164962131,177,22,8,3,8,3,4370,387,116,56,116,113,20696,2247,668,321,668,642,4.050343249427918,5.684754521963824,6.896551724137931,5.357142857142857,6.896551724137931,2.6548672566371683,21.115191341321996,17.222963951935917,17.365269461077844,17.445482866043612,17.365269461077844,17.601246105919003
