reference,system
"the difficulty in identifying acts of intentional injury in the past has limited the extent to which archaeologists have been able to discuss the nature of interpersonal violence in prehistory. experimental replication of cranial trauma has proved particularly problematic due to the lack of test analogues that are sufficiently comparable to the human skull. a new material now overcomes this issue, and for the first time allows accurate insight into the effects of different weapons and different blows in inflicting crani","der begriff blunt-kraft-syndrom ( engl. blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma, blunt force trauma )"
"wine glass size can influence both perceptions of portion size and the amount poured, but its impact upon purchasing and consumption is unknown. this study aimed to examine the impact of wine glass size on wine sales for on-site consumption, keeping portion size constant. in one establishment ( with separate bar and restaurant areas ) in cambridge, england, wine glass size ( standard ; larger ; smaller ) was changed over eight fortnightly periods. the bar and restaurant differ in wine sales by",die weinflaschengröße ist ein maß für die gesamtheit der weinflaschen. die weinflaschengröße ist ein maß für die gesamtheit der weinflaschen. die weinflaschengröße ist abhängig von der gesamtheit der weinflaschen. die weinflaschengröße ist abhängig von der gesamtheit der weinflaschen. die weinflaschengröße ist abhängig von der gesamtheit der weinflaschen. die weinflaschengröße ist abhängig von der gesamtheit der weinflaschen
"one of the notable features of penguin evolution is the occurrence of very large species in the early cenozoic, whose body size greatly exceeded that of the largest extant penguins. here we describe a new giant species from the late paleocene of new zealand that documents the very early evolution of large body size in penguins. kumimanu biceae, n. gen. et sp. is larger than all other fossil penguins that have substantial skeletal portions preserved",die sphenisciformen ( sphenisciformes ) sind eine gruppe von arten aus der familie der sphenisciformes.
"green bank telescope turns its sights on cigar-shaped object moving rapidly through solar system. san francisco december 11, 2017 breakthrough listen, the global astronomical program searching for evidence of civilizations beyond earth, announced that it is currently focusing its observational efforts on oumuamua, the mysterious interloper recently spotted moving rapidly through the solar system. oumuamua was discovered by the pan-starrs project at the university of hawaii in october 2017, passing earth at about 85 times","breakthrough listen ist ein sternbild des sonnensystems. es handelt sich um einen sternbild, der sich im sternbild schwanz befindet. das objekt wurde am 13. oktober 2017 von der university of hawaii entdeckt."
"given new distribution patterns of the endangered north atlantic right whale ( narw ; eubalaena glacialis ) population in recent years, an improved understanding of spatio-temporal movements are imperative for the conservation of this species. while so far visual data have provided most information on narw movements, passive acoustic monitoring ( pam ) was used in this study in order to better capture year-round narw presence. this project used pam data from 2004 to 2014 collected by 19 organizations","der nördliche meereswale ( eubalaena glacialis ), auch nördliche meereswale genannt, sind eine artengattung aus der familie der walgewächse ( balaenidae )."
"human maternal placentophagy is gaining popularity among a growing number of women who believe it provides maternal benefits, including prevention of postpartum blues/depression, improved maternal bonding, and reduced fatigue. we conducted a randomized, double-blind, placebo-controlled pilot study ( n=27 ) in which participants consumed either their processed, encapsulated placenta ( n=12 ), or similarly prepared placebo ( n","die placentophagie ( auch : placentophagie, placentophagie, placentophagie, placentophagie, placentophagie, placentophagie, placentophagie, placentophagie, placentophagie, placentophagie, placentophagie, placentophagie, placentophagie, placentophagie, placentophagie, placentophagie, placentophagie, placentophagie, placentophagie ) ist eine"
"last month we showed off from land of the leopard national park juxtaposing the relative sizes of the four felids that prowl this large preserve in the russian far east's primorsky krai. the park recently shared some new camera-trap footage that also puts a couple of these feline cousins the two biggest ones, to be exact in the exact same place, if notquite the same time. the clip released by the park at first blush seems to suggest a : a hefty",der amur-nationalpark ist ein nationalpark in der russischen provinz oregon. er befindet sich in der nähe der stadt oregon.
"the mars mission will result in an inevitable exposure to cosmic radiation that has been shown to cause cognitive impairments in rodent models, and possibly in astronauts engaged in deep space travel. of particular concern is the potential for cosmic radiation exposure to compromise critical decision making during normal operations or under emergency conditions in deep space. rodents exposed to cosmic radiation exhibit persistent hippocampal and cortical based performance decrements using six independent behavioral tasks administered between separate cohort","die kosmische strahlung ( auch kosmische strahlung, kosmische strahlung, kosmische strahlung, kosmische strahlung, kosmische strahlung, kosmische strahlung, kosmische strahlung, kosmische strahlung, kosmische strahlung, kosmische strahlung, kosmische strahlung, kosmische strahlung ) ist eine strahlungsstrahlung, die von der erde entsteht."
"archaeopteryx is an iconic fossil that has long been pivotal for our understanding of the origin of birds. remains of this important taxon have only been found in the late jurassic lithographic limestones of bavaria, germany. twelve skeletal specimens are reported so far. archaeopteryx was long the only pre-cretaceous paravian theropod known, but recent discoveries from the tiaojishan formation, china, yielded a remarkable diversity of this clade",archaeopteryx ist ein fossil aus der familie der amphibien. es handelt sich um einen fossil aus der familie der amphibien.
"storytelling is a human universal. from gathering around the camp-fire telling tales of ancestors to watching the latest television box-set, humans are inveterate producers and consumers of stories. despite its ubiquity, little attention has been given to understanding the function and evolution of storytelling. here we explore the impact of storytelling on hunter-gatherer cooperative behaviour and the individual-level fitness benefits to being a skilled storyteller. stories told by the agta, a","der begriff storyteller ( auch : storyteller ) bezeichnet in der psychologie die fähigkeit menschlicher menschen, informationen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltens"
"food cleaning is widespread in the animal kingdom, and a recent report confirmed that ( amongst other behaviours ) wild western lowland gorillas also show food cleaning. the authors of this report conclude that this behaviour, based on its distribution patterns, constitutes a potential candidate for culture. while different conceptualisations of culture exist, some more and some less reliant on behavioural form copying, all of them assign a special role to social learning processes in explaining potentially cultural behaviour","als lebensmittelreinigung bezeichnet man verhaltensmuster, bei denen die lebensmittel aus dem körper entfernt werden, um die lebensmittel aus dem körper zu entfernen. es handelt sich um eine methode, bei der die lebensmittel aus dem körper entfernt werden, um die lebensmittel aus dem körper zu entfernen. die lebensmittelreinigung wird auch als lebensmittelreinigung bezeichnet. die lebensmittelreinigung wird auch als lebensmittelreinigung bezeichnet. die lebensmittelreinigung wird auch als lebensmittelreinigung bezeichnet."
"here we present one of the worlds oldest examples of large-scale and formalized water management, in the case of the liangzhu culture of the yangtze delta, dated at 5,3004,300 years cal b.p. the liangzhu culture represented a peak of early cultural and social development predating the historically recorded chinese dynasties ; hence, this study reveals more about the ancient origins of hydraulic engineering as a core element of social, political, and economic developments. archaeological","die liangzhu-kultur ( chinesisch 中国山水, pinyin lǐngzǐ, pinyin lǐngzǐ ; chinesisch 中国山水, pinyin lǐngzǐ ; chinesisch 中国山水, pinyin lǐngzǐ, pinyin lǐngzǐ ; chinesisch 中国山水, pinyin lǐngzǐ ; chinesisch 中国山水, pinyin lǐngzǐ, pinyin lǐngzǐ )"
"when pursuing high-value goals, mature individuals typically titrate cognitive performance according to environmental demands. however, it remains unclear whether adolescents similarly integrate value-based goals to selectively enhance goal-directed behavior. we used a value-contingent cognitive control task during fmri to assess how stakesthe value of a prospective outcomemodulate flexible goal-directed behavior and underlying neurocognitive processes. here we demonstrate that while","der begriff value-contingent cognitive control ( englisch value-contingent cognitive control ) bezeichnet in der kognitionspsychologie die fähigkeit, einen bestimmten prozess zu verbessern, um einen bestimmten prozess zu verbessern."
"we find evidence for a strong thermal inversion in the dayside atmosphere of the highly irradiated hot jupiter wasp-18b based on emission spectroscopy from hubble space telescope secondary eclipse observations and spitzer eclipse photometry. we demonstrate a lack of water vapor in either absorption or emission at 1.4 m. however, we infer emission at 4.5 m and absorption at 1.6 m that we attribute to co, as well as a non-detection of all other relevant species ( e.g","ein hot jupiter ( auch hot jupiter ) ist ein planet, der sich mit einem sehr hohen metallizitätsverhältnis befindet. es handelt sich dabei um einen sehr hohen metallizitätsverhältnis."
"issued by the university of leicester on 29 november images of the site and roman weapon available here : the first evidence for julius caesars invasion of britain has been discovered by archaeologists from the university of leicester. the findings will be explored as part of the bbc fours digging for britain on wednesday 29 november. based on new evidence, the team suggests that in 54bc julius caesars fleet first landed in britainat pegwell bay on the isle of than",ebbsfleet ( englisch : ebbsfleet ) ist eine archäologische anlage im nordwesten von kent. sie liegt im nordwesten von kent.
"the satisfaction of individuals psychological needs for autonomy, competence, and relatedness, as conceived from a self-determination theory perspective, is said to be conducive to personal growth and well-being. what has been unexamined is whether psychological need-based experiences, either their satisfaction or frustration, manifests in peoples self-reported dream themes as well as their emotional interpretation of their dreams. a cross-sectional study ( n =200 ; m","die psychologische zufriedenheit ( englisch psychological need ) ist ein begriff aus der psychologie, der sich mit der zufriedenheit von menschen befasst."
"background being married is associated with healthier lifestyle behaviours and lower mortality and may reduce risk for dementia due to life-course factors. we conducted a systematic review and meta-analysis of studies of the association between marital status and the risk of developing dementia. methods we searched medical databases and contacted experts in the field for relevant studies reporting the relationship, adjusted for age and sex, between marital status and dementia. we rated methodological quality and conducted random-",der us-amerikanische psychiater robert wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm wilhelm w
"although anecdotally associated with local bears ( ursus arctos and u. thibetanus ), the exact identity of hominid-like creatures important to folklore and mythology in the tibetan plateauhimalaya region is still surrounded by mystery. recently, two purported yeti samples from the himalayas showed genetic affinity with an ancient polar bear, suggesting they may be from previously unrecognized, possibly hybrid, bear species, but this","der himalayan-braunbär ( ursus arctos, ursus arctos, u. thibetanus, u. thibetanus, u. thibetanus, u. thibetanus, u. thibetanus, u. thibetanus, u. thibetanus, u. thibetanus, u. thibetanus, u. thibetanus, u. thibetanus, u. thibetan"
"urbanism in the bronze-age indus civilisation ( ~4.63.9 thousand years before the present, ka ) has been linked to water resources provided by large himalayan river systems, although the largest concentrations of urban-scale indus settlements are located far from extant himalayan rivers. here we analyse the sedimentary architecture, chronology and provenance of a major palaeochannel associated with many of these settlements. we show that the palaeochannel is a former course","ein flussabschnitt, auch flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt, flussabschnitt"
"the indoor biome is a novel habitat which recent studies have shown exhibit not only high microbial diversity, but also high arthropod diversity. here, we analyze findings from a survey of 50 houses ( southeastern usa ) within the context of additional survey data concerning house and room features, along with resident behavior, to explore how arthropod diversity and community composition are influenced by physical aspects of rooms and their usage, as well as the lifestyles of human residents.","als arthropoda bezeichnet man in der ökologie eine gruppe von organismen, die sich in einem raum, einem raum oder einem raum befinden."
"the widespread prevalence of close-in, nearly coplanar super-earth- and sub-neptune-sized planets in multiple-planet systems was one of the most surprising results from the kepler mission. by studying a uniform sample of kepler `` multis '' with mass measurements from transit-timing variations, we show that a given planetary system tends to harbor a characteristic type of planet. that is, planets in a system have both masses and radii that are far more similar than if the system were","die kepler-mission ( auch : kepler-multis ) ist eine von der nasa entwickelte mission, die von der nasa entdeckt wurde."
"dogs may be beneficial in reducing cardiovascular risk in their owners by providing social support and motivation for physical activity. we aimed to investigate the association of dog ownership with incident cardiovascular disease ( cvd ) and death in a register-based prospective nation-wide cohort ( n=3,432,153 ) with up to 12 years of follow-up. self-reported health and lifestyle habits were available for 34,202 participants in the swedish twin register. time-to-event analyses with time-updated covariates were","die hundebesitzerschaft ( auch hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft, hundebesitzerschaft,"
"stromatolites are the oldest evidence for life on earth, but modern living examples are rare and predominantly occur in shallow marine or ( hyper- ) saline lacustrine environments, subject to exotic physico-chemical conditions. here we report the discovery of living freshwater stromatolites in cool-temperate karstic wetlands in the giblin river catchment of the unesco-listed tasmanian wilderness world heritage area, australia. these stromatolites colonize the slopes of karstic spring","ein stromatolit ( von altgriechisch σύνδρομος stromos, deutsch ‚schlange ‘ und λίθος líthos, deutsch ‚stein ‘ ) ist eine pflanzenart aus der gruppe der bakterien."
"maintaining human body temperature is one of the most basic needs for living, which often consumes a huge amount of energy to keep the ambient temperature constant. to expand the ambient temperature range while maintaining human thermal comfort, the concept of personal thermal management has been recently demonstrated in heating and cooling textiles separately through human body infrared radiation control. realizing these two opposite functions within the same textile would represent an exciting scientific challenge and a significant technological advancement. we","die menschlichen körpertemperatur ( englisch human corps temperature ) ist ein begriff aus der textilindustrie. sie beschreibt die fähigkeit, die körpertemperatur zu erhöhen. die menschlichen körpertemperatur wird auch als körpertemperatur bezeichnet. die menschlichen körpertemperatur wird auch als körpertemperatur bezeichnet. die menschlichen körpertemperatur wird auch als körpertemperatur bezeichnet. die menschlichen körpertemperatur wird auch als körpertemperatur bezeichnet."
"chemical analyses of ancient organic compounds absorbed into the pottery fabrics from sites in georgia in the south caucasus region, dating to the early neolithic period ( ca. 6,0005,000 bc ), provide the earliest biomolecular archaeological evidence for grape wine and viniculture from the near east, at ca. 6,0005,800 bc. the chemical findings are corroborated by climatic and environmental reconstruction, together with archaeobotanical evidence, including grap","die georgische kultur ( georgisch კავკასიონი, georgisch კავკასიონი, georgisch კავკასიონი, georgisch კავკასიონი, georgisch კავკასიონი, georgisch კავკასიონი, georgisch კავკასიონი, georgisch კავკასიონი, georgisch კავკასიონი, georgisch კავკასიონი, georgisch კავკასიონი, georgisch კავკასიონი, georgisch კავკასიონი, georgisch"
"crustaceans can exert a greater force using their claws than many animals can with other appendages. furthermore, in decapods, the chela is a notable organ with multifunctional roles. the coconut crab, birgus latro, is the largest terrestrial crustacean and has a remarkable ability to lift weights up to approximately 30 kg. however, the pinching force of this crabs chelae has not been previously","als pinching force ( auch pinching force oder pinching force ) bezeichnet man in der biologie die fähigkeit eines tieres, ihre körpermasse zu erhöhen. die pinching force ist ein wichtiger bestandteil des körpergewichts. die pinching force wird auch als pinching force bezeichnet. die pinching force wird auch als pinching force ( pinching force ) bezeichnet. die pinching force ( pinching force ) wird auch als pinching force"
"the last male northern white rhino on earth has joined the dating app tinder - as part of fundraising efforts by conservationists to save the species. at 43 ( or 100 in rhino years ), sudan is described as `` one of a kind '', who likes to eat grass and chill in the mud. attempts to mate the animal - who lives in kenya - with only two surviving females have failed. conservationists say they need to raise $ 10m ( 7.8m",die nördliche weiße ( sudan ) ist eine tierart aus der gattung der weißen ( sudan ) innerhalb der familie der weißen ( rhinoideae ).
"sixty-six million years ago, an asteroid approximately 9km in diameter hit the hydrocarbon- and sulfur-rich sedimentary rocks in what is now mexico. recent studies have shown that this impact at the yucatan peninsula heated the hydrocarbon and sulfur in these rocks, forming stratospheric soot and sulfate aerosols and causing extreme global cooling and drought. these events triggered a mass extinction, including dinosaurs, and led to the subsequent macroevolution","der chicxulub-effekt, auch chicxulub-effekt genannt, ist eine sehr seltene, sehr seltene, sehr seltene, sehr seltene, sehr seltene, sehr seltene, sehr seltene, sehr seltene, sehr seltene, sehr seltene, sehr seltene, sehr seltene, sehr seltene, sehr seltene, sehr seltene,"
"climate change is predicted to place up to one in six species at risk of extinction in coming decades, but extinction probability is likely to be influenced further by biotic interactions such as predation. we use structural equation modelling to integrate results from remote camera trapping and long-term ( 1722 years ) regional-scale ( 8000km 2 ) datasets on vegetation and small vertebrates ( greater than 38880 captures ) to explore how biotic processes and two key abiotic","der klimawandel ist ein begriff aus der ökologie, der sich mit den wechselwirkungen zwischen individuen und populationen beschäftigt."
"the prestigious mountbatten award is given annually by the maritime media foundation to the author of the work of literature that in the opinion of the awards committee, has contributed most significantly to public awareness of maritime issues. this year 38 books were nominated covering all aspects of the maritime world. despite this large and highly competitive field of titles the shipwreck hunter was the unanimous choice of the awards committee. in the award citation the committee called davids book","das shipwreck hunter ( englisch : shipwreck hunter ) ist ein us-amerikanischer buch des us-amerikanischen schriftstellers ernest shackletons, der 1916 veröffentlicht wurde."
"both modern humans ( mhs ) and neanderthals successfully settled across western eurasian cold-climate landscapes. among the many adaptations considered as essential to survival in such landscapes, changes in the nasal morphology and/or function aimed to humidify and warm the air before it reaches the lungs are of key importance. unfortunately, the lack of soft-tissue evidence in the fossil record turns difficult any comparative study of respiratory performance. here","die nasenmorphologie ist ein teilgebiet der anatomie, das sich mit der anatomie der nasen beschäftigt."
there is increasing recognition of the long-lasting effects of tsunamis on human populations. this is particularly notable along tectonically active coastlines with repeated inundations occurring over thousands of years. given the often high death tolls reported from historical events though it is remarkable that so few human skeletal remains have been found in the numerous palaeotsunami deposits studied to date. the 1929 discovery of the aitape skull in northern papua new guinea and its in,"der aitape-schädel ( auch aitape-schädel, aitape-schädel, aitape-schädel, aitape-schädel, aitape-schädel, aitape-schädel, aitape-schädel, aitape-schädel, aitape-schädel, aitape-schädel, aitape-schädel, aitape-schädel, aitape-schädel, aitape-schädel, aitape-schädel, aitape-schädel, aitape-schädel"
cladoxylopsida included the earliest large trees that formed critical components of globally transformative pioneering forest ecosystems in the mid- and early late devonian ( ca. 393372 ma ). well-known cladoxylopsid fossils include the up to 1-m-diameter sandstone casts known as eospermatopteris from middle devonian strata of new york state. cladoxylopsid trunk structure comprised a more-orless distinct cylinder of numerous separate cauline xylem strand,cladoxylopsida ist ein fossiler baumstamm aus der familie der lignophyten. er gehört zu den ältesten fossilen baumstammen.
"the mpemba effect is the name given to the assertion that it is quicker to cool water to a given temperature when the initial temperature is higher. this assertion seems counter-intuitive and yet references to the effect go back at least to the writings of aristotle. indeed, at first thought one might consider the effect to breach fundamental thermodynamic laws, but we show that this is not the case. we go on to examine the available evidence for the mpemba effect and carry out our own experiments by cool","der mpemba-effekt ( engl. : mpemba effect ) ist ein begriff aus der molekularbiologie. er bezeichnet, dass das kühlen von flüssigem wasser schneller als das kühlen von flüssigem wasser entsteht. der begriff stammt aus dem englischen wort mpemba. er beschreibt, dass das kühlen von flüssigem wasser schneller als das kühlen von flüssigem wasser schneller als das kühlen von flüssigem wasser"
"in the context of data storage miniaturization, it was recently shown that digital information can be stored in the monomer sequences of non-natural macromolecules. however, the sequencing of such digital polymers is currently limited to short chains. here, we report that intact multi-byte digital polymers can be sequenced in a moderate resolution mass spectrometer and that full sequence coverage can be attained without requiring pre-analysis digestion or the help of sequence databases. in order to do so,",der begriff digitale datenspeicherung bezeichnet die speicherung von daten in der biopolymere.
"most mammalian species produce facial expressions. historically, animal facial expressions have been considered inflexible and involuntary displays of emotional states rather than active attempts to communicate with others. in the current study, we aimed to test whether domestic dog facial expressions are subject to audience effects and/ or changes in response to an arousing stimulus ( e.g. food ) alone. we presented dogs with an experimental situation in which a human demonstrator was","der begriff gesichtsexpression bezeichnet in der verhaltensbiologie eine spezielle form der gesichtsexpression, bei der die gesichtsbewegungen von menschen auftreten. die gesichtsbewegungen treten in der regel auf, wenn die gesichtsbewegungen von menschen auftreten. die gesichtsbewegungen treten in der regel auf, wenn die gesichtsbewegungen auftreten. die gesichtsbewegungen treten in der regel auf, wenn die gesichtsbewegungen auftreten. die gesichts"
to develop a machine learning model that allows high-risk breast lesions ( hrls ) diagnosed with image-guided needle biopsy that require surgical excision to be distinguished from hrls that are at low risk for upgrade to cancer at surgery and thus could be surveilled. consecutive patients with biopsy-proven hrls who underwent surgery or at least 2 years of imaging follow-up from june 2006 to april 2015 were identified. a random forest machine learning model was developed to identif,ein random forest machine learning model ist ein modell zur bestimmung der krebserkrankungen. es handelt sich um eine methode zur bestimmung der krebserkrankungen.
"this is the first detailed study of the relation between cesarean birth and child cognitive development. we measure differences in child cognitive performance at 4 to 9 years of age between cesarean-born and vaginally-born children ( n=3,666 ) participating in the longitudinal study of australian children ( lsac ). lsac is a nationally representative birth cohort surveyed biennially. using multivariate regression, we control for a large range of confounders related to perinatal","der begriff pränatale entwicklung bezeichnet in der biologie die entwicklung der entwicklung der pränatalen entwicklung, der entwicklung, der entwicklung und der entwicklung der pränatalen entwicklung, der entwicklung und der entwicklung der pränatalen entwicklung, der pränatalen entwicklung und der entwicklung der pränatalen entwicklung. die pränatale entwicklung, die pränatale entwicklung und die entwicklung der pränatalen entwicklung bezeichnet, wird auch als pränatale entwicklung bezeichnet. die pränatale"
"durian ( durio zibethinus ) is a southeast asian tropical plant known for its hefty, spine-covered fruit and sulfury and onion-like odor. here we present a draft genome assembly of d. zibethinus, representing the third plant genus in the malvales order and first in the helicteroideae subfamily to be sequenced. single-molecule sequencing and chromosome contact maps enabled assembly of the highly heterozygous durian genome at chromosome",durian ( durio zibethinus ) ist eine pflanzengattung innerhalb der familie der malvaengewächse ( malvaaceae ). sie gehört zur familie der malvaengewächse ( malvaaceae ).
"at the core of the proton radius puzzle is a fourstandard deviation discrepancy between the proton root-mean-square charge radii ( r p ) determined from the regular hydrogen ( h ) and the muonic hydrogen ( p ) atoms. using a cryogenic beam of h atoms, we measured the 2s-4p transition frequency in h, yielding the values of the rydberg constant r = 10973731.568076 ( 96 ) per meter and r p = 0.8",das proton-mean-square charge radii ( codata ) ist ein maß für die messung des proton-mean-square-radius. es ist ein maß für die messung der proton-mean-square- charge radii ( r p ).
"to test alternative hypotheses for the behavior of kic 8462852, we obtained measurements of the star over a wide wavelength range from the uv to the mid-infrared from 2015 october through 2016 december, using swift, spitzer and astrolab iris. the star faded in a manner similar to the long-term fading seen in kepler data about 1400 days previously. the dimming rate for the entire period reported is 22.19.7 mmag yr averaged over the two warm spitzer",kic 8462852 ( kic 8462852 ) ist ein stern im sternbild jungfrau. er gehört der spektralklasse k im sternbild jungfrau.
"although neuroscientific research has revealed experience-dependent brain changes across the life span in sensory, motor, and cognitive domains, plasticity relating to social capacities remains largely unknown. to investigate whether the targeted mental training of different cognitive and social skills can induce specific changes in brain morphology, we collected longitudinal magnetic resonance imaging ( mri ) data throughout a 9-month mental training intervention from a large sample of adults between 20 and 55 years of","der begriff mentale training bezeichnet eine methode, bei der die fähigkeiten des gehirns und des gehirns bestimmt werden, dass die fähigkeiten des gehirns bestimmt werden können. dazu gehören die fähigkeiten des gehirns, die fähigkeiten des gehirns, die fähigkeiten des gehirns, die fähigkeiten des gehirns, die fähigkeiten des gehirns, die fähigkeiten des gehirns, die fähigkeiten des gehirns, die"
"archaeologists may have become a step closer to finding the grave of st. nicholas, more popularly known as santa claus, as they discovered what may be the actual grave of the christmas saint below the surface of a church in turkey's southern antalya province, reports said monday. a special section containing a grave site was recently discovered in the st. nicholas church, located in antalya's demre district, known as the birth place of santa claus",die kirche von santa claus ist eine archäologische kirche in antalya. sie liegt in der stadt demre in der provinz antalya.
"although learning a second language ( l2 ) as an adult is notoriously difficult, research has shown that adults can indeed attain native language-like brain processing and high proficiency levels. however, it is important to then retain what has been attained, even in the absence of continued exposure to the l2particularly since periods of minimal or no l2 exposure are common. this event-related potential ( erp ) study of an artificial language tested performance and neural processing","als sekundäre sprache ( englisch second language, kurz l2 ) bezeichnet man in der psychologie die fähigkeit, künstliche sprache zu lernen."
"sleep control is ascribed to a two-process model, a widely accepted concept that posits homoeostatic drive and a circadian process as the major sleep-regulating factors. cognitive and emotional factors also influence sleepwake behaviour ; however, the precise circuit mechanisms underlying their effects on sleep control are unknown. previous studies suggest that adenosine has a role affecting behavioural arousal in the nucleus accumbens ( nac ), a brain area critical for reinforcement",die schlafregulation ( englisch sleep regulation ) ist ein begriff aus der neurophysiologie und neurophysiologie.
"seasonal two-way migration is an ecological phenomenon observed in a wide range of large-bodied placental mammals, but is conspicuously absent in all modern marsupials. most extant marsupials are typically smaller in body size in comparison to their migratory placental cousins, possibly limiting their potential to undertake long-distance seasonal migrations. but what about earlier, now-extinct giant marsupial megafauna? here we present",diprotodon ist eine pflanzenart aus der familie der nachtschattengewächse ( rhinoideae ). sie gehört zur gattung der nachtschattengewächse ( rhinoideae ). sie gehört zur familie der nachtschattengewächse ( rhinoideae ). diprotodon gehört zur familie der nachtschattengewächse ( rhinoideae ).
"the advanced virgo detector and the two advanced ligo detectors coherently observed a transient gravitational-wave signal produced by the coalescence of two stellar mass black holes, with a false-alarm rate of 1 in 27 000years. the signal was observed with a three-detector network matched-filter signal-to-noise ratio of 18. the inferred masses of the initial black holes are 30. 5 3.0 + 5.7 m and 25. 3 4.2 + 2.8 m ( at the 90 % credible level ).","die american physical society ( aps ) ist eine wissenschaftliche fachzeitschrift, die von der american physical society veröffentlicht wird. die zeitschrift wurde am 1. dezember 2018 von der american physical society veröffentlicht. die zeitschrift wurde von der american physical society gegründet."
"male genitalia are diverse and highly variable among species. malemale competition, female choice, and sexual conflict are likely the main evolutionary forces that have shaped male genital traits. however, the role of phenotypic plasticity ( i.e. the capacity to express different phenotypes in response to variations in the environment ) in generating phenotypic diversity in genitalia has been little explored, and it can have important evolutionary consequences. phenotypic plasticity can be an","die männliche geschlechtsmorphologie ( auch männliche geschlechtsmorphologie, männliche geschlechtsmorphologie, männliche geschlechtsmorphologie, männliche geschlechtsmorphologie, männliche geschlechtsmorphologie, männliche geschlechtsmorphologie, männliche geschlechtsmorphologie, männliche geschlechtsmorphologie, männliche geschlechtsmorphologie, männliche geschlechtsmorphologie, männliche geschlechtsmorphologie, männliche geschlecht"
"of the nearly 6,800 extant frog species, most have weak jaws that play only a minor role in prey capture. south american horned frogs ( ceratophrys ) are a notable exception. aggressive and able to consume vertebrates their own size, these hopping heads use a vice-like grip of their jaws to restrain and immobilize prey. using a longitudinal experimental design, we quantified the ontogenetic profile of bite-force performance in","ceratophrys cranwelli ( auch : ceratophrys genannt ) sind eine gruppe von taxa, die in der biologie und der evolutionsbiologie verwendet werden. sie spielen eine wichtige rolle in der evolutionsbiologie."
"nature | news modelled on big physics projects, the international brain lab will bring together some of the worlds pre-eminent neuroscientists to probe a single behaviour. an earlier version of this article mis-stated the total funding for the international brain lab. an earlier version of this story erroneously located the simons foundation in washington dc. nature | news modelled on big physics projects, the international brain lab will bring together some of the worlds pre-eminent neuroscientists to probe a single behaviour",das international brain lab ( ibl ) ist ein forschungsprojekt der us-amerikanischen gesellschaft für neurowissenschaften. das ibl wurde am 19. september 2009 gegründet. das institut wurde am 19. september eröffnet. das institut wurde am 19. september eröffnet. das institut wurde am 19. september eröffnet.
"september 18, 2017, 9:41 pm edt category 5 made a direct hit on the small lesser antilles island of dominica ( population 72,000 ) near 9 pm edt monday, becoming dominicas first category 5 landfall on record. at the time of landfall, an air force hurricane hunter aircraft measured surface winds of 160 mph and a central pressure of 924 mb. maria likely did catastrophic damage to dominica. heavy rain squalls and rising winds were being",atlantische tropische sturme ( auch atlantische tropische sturme ) sind tropische sturme auf der insel dominica. sie gehören zu den tropischen sturme.
"just two weeks after slammed into texas, hurricane irma hit the caribbean and florida, leaving severe damage at nature reserves and parks, killing many birds, and threatening the existence of endemic island species. heres what we know so far about its impact on birds and bird habitats. irma left the island of barbuda in ruins ; about 95 percent of structures were destroyed or damaged, and nearly all residents were evacuated last week as h","der aviarys-hurricane irma, auch aviarys-hurricane oder aviarys-hurricane oder aviarys-hurricane oder aviarys-hurricane genannt, war ein us-amerikanischer hurricane, der während des zweiten weltkriegs auf der insel barbuda im us-bundesstaat florida entdeckt wurde."
